Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YDR456W,ENSG00000180251,21,1,2,102473303,102533972
YDR456W,ENSG00000198689,30,1,X,135985424,136047269
YDR456W,ENSG00000181804,29,1,3,143265222,143848531
YDR456W,ENSG00000115616,22,1,2,102619707,102711318
YDR456W,ENSG00000135740,21,1,16,67237683,67272190
YDR456W,ENSG00000066230,21,1,5,473310,524332
YDR456W,ENSG00000090020,20,1,1,27098815,27166981
YDR456W,ENSG00000197818,24,1,20,49812713,49892242
YKL175W,,,,,,
YGL190C,ENSG00000156475,45,1,5,146581146,147084784
YGL190C,ENSG00000074211,43,1,4,6320578,6563600
YGL190C,ENSG00000221914,45,1,8,26291491,26372680
YGL190C,ENSG00000175470,46,1,10,131900644,131959834
YMR262W,,,,,,
YOR101W,ENSG00000133703,35,1,12,25204789,25250936
YOR101W,ENSG00000126458,33,1,19,49635292,49640201
YOR101W,ENSG00000088320,19,1,20,31475293,31484905
YOR101W,ENSG00000164949,19,1,8,94249253,94262350
YOR101W,ENSG00000139890,19,1,14,22883165,22887686
YOR101W,ENSG00000144118,28,1,2,120240064,120294713
YOR101W,ENSG00000133818,36,1,11,14277926,14364506
YOR101W,ENSG00000158186,32,1,3,138347648,138405534
YOR101W,ENSG00000006451,29,1,7,39623483,39708124
YOR101W,ENSG00000166592,19,1,16,66921679,66925644
YOR101W,ENSG00000187682,23,1,X,48828873,48830138
YOR101W,ENSG00000213281,35,1,1,114704469,114716894
YOR101W,ENSG00000174775,34,1,11,532242,537287
YGL005C,,,,,,
YNL125C,,,,,,
YBL019W,ENSG00000169188,18,1,X,55000357,55009057
YBL019W,ENSG00000100823,13,1,14,20455191,20457772
YBR043C,,,,,,
YDL231C,,,,,,
YML101C,,,,,,
YKL037W,,,,,,
YOL094C,ENSG00000049541,59,1,7,74231499,74254458
YMR077C,ENSG00000176108,27,1,17,80991598,81009517
YPR007C,,,,,,
YIL067C,,,,,,
YMR108W,,,,,,
YJL033W,ENSG00000178105,40,1,11,108665025,108940930
YKL179C,,,,,,
YPL126W,,,,,,
YEL041W,ENSG00000008130,29,1,1,1751232,1780457
YGL208W,ENSG00000111725,19,1,12,119667753,119681630
YGL208W,ENSG00000131791,20,1,1,147155106,147172550
YLL036C,,,,,,
YNL113W,ENSG00000186184,38,1,13,27620742,27667415
YKR099W,ENSG00000165684,10,1,9,136375577,136398797
YKR099W,ENSG00000101057,7,1,20,43667019,43716496
YKR099W,ENSG00000118513,8,1,6,135181315,135219173
YKR099W,ENSG00000185697,7,1,8,66562175,66614247
YGL025C,,,,,,
YBR171W,,,,,,
YDL005C,,,,,,
YNL031C,ENSG00000188375,86,1,12,31791185,31792241
YGR226C,,,,,,
YOR146W,,,,,,
YDL056W,,,,,,
YML120C,,,,,,
YOR384W,,,,,,
YLL021W,,,,,,
YGR048W,ENSG00000070010,34,1,22,19449910,19479215
YOL149W,,,,,,
YHR032W-A,,,,,,
YML129C,,,,,,
YIL059C,,,,,,
YBR220C,ENSG00000169359,30,1,3,155821024,155854429
YLR317W,,,,,,
YPL058C,,,,,,
YOL154W,,,,,,
YBR227C,ENSG00000166855,37,1,15,65148219,65185342
YER165W,ENSG00000070756,48,1,8,100685816,100722809
YER165W,ENSG00000174740,30,1,X,91434595,91438584
YER165W,ENSG00000107105,10,1,9,23690104,23826337
YER165W,ENSG00000101104,45,1,20,44910062,44959035
YER165W,ENSG00000144642,12,1,3,29280982,30010391
YER165W,ENSG00000076067,12,1,12,56521929,56596196
YER165W,ENSG00000254535,32,1,4,134196333,134201748
YER165W,ENSG00000151846,46,1,13,25095868,25099254
YER165W,ENSG00000162374,10,1,1,50048014,50203786
YER165W,ENSG00000090621,47,1,1,39560816,39576790
YER165W,ENSG00000184388,19,1,X,73003517,73005713
YER165W,ENSG00000186288,19,1,X,73077276,73079512
YER165W,ENSG00000196361,10,1,19,11451326,11481046
YER165W,ENSG00000153250,12,1,2,160272151,160493794
YER165W,ENSG00000066044,9,1,19,7958579,8445041
YNR056C,,,,,,
YNL327W,,,,,,
YOR130C,ENSG00000120329,30,1,5,141302629,141304045
YOR130C,ENSG00000102743,30,1,13,40789412,40810111
YJL181W,,,,,,
YDL039C,,,,,,
YER016W,ENSG00000166974,25,1,18,34976928,35143470
YER016W,ENSG00000101367,25,1,20,32819893,32850405
YER016W,ENSG00000084764,25,1,2,26970612,27027196
YPL099C,,,,,,
YNL242W,ENSG00000066739,13,1,14,96279202,96363870
YNL242W,ENSG00000110046,12,1,11,64894546,64917248
YDR365W-B,,,,,,
YLR099W-A,,,,,,
YMR058W,,,,,,
YNL297C,ENSG00000061987,20,1,12,62466817,62600479
YAL018C,,,,,,
YOL078W,,,,,,
YEL002C,ENSG00000244038,25,1,1,20651767,20661544
YJL156C,,,,,,
YCL032W,,,,,,
YMR166C,,,,,,
YNL146C-A,,,,,,
YDR034C-A,,,,,,
YPL050C,,,,,,
YDR510W,ENSG00000116030,46,1,2,202206180,202238608
YDR510W,ENSG00000188612,41,1,17,75165586,75182983
YDR510W,ENSG00000177688,37,1,6,149400227,149401292
YDR510W,ENSG00000184900,42,1,21,44805617,44818779
YER158W-A,,,,,,
YLR327C,,,,,,
YPL277C,,,,,,
YOR139C,,,,,,
YBR116C,,,,,,
YLR142W,ENSG00000277196,19,1,KI270734.1,138082,161852
YLR142W,ENSG00000250799,18,1,19,35799988,35813299
YLR142W,ENSG00000100033,19,1,22,18912777,18936553
YPL257W,,,,,,
YLR104W,,,,,,
YNL222W,ENSG00000160075,41,1,1,1541673,1574869
YKR051W,ENSG00000164855,21,1,7,1542235,1560821
YKR051W,ENSG00000198792,21,1,22,38219291,38273034
YKR051W,ENSG00000164168,22,1,4,147617383,147672044
YLR291C,ENSG00000119718,31,1,14,75002911,75012366
YBR293W,,,,,,
YLR412W,,,,,,
YFR040W,ENSG00000100239,10,1,22,50343304,50445090
YFR040W,ENSG00000110075,10,1,11,68460731,68615334
YFR040W,ENSG00000105063,9,1,19,55229780,55258995
YNR067C,,,,,,
YNL074C,,,,,,
YBR021W,,,,,,
YML021C,ENSG00000076248,37,1,12,109097574,109110992
YER038C,,,,,,
YNL044W,,,,,,
YHR007C-A,,,,,,
YER060W-A,,,,,,
YDR203W,,,,,,
YER173W,ENSG00000152942,18,1,5,69369293,69414801
YOR190W,,,,,,
YML048W,,,,,,
YBR130C,,,,,,
YPR072W,,,,,,
YFR012W-A,,,,,,
YHR048W,,,,,,
YHL006C,,,,,,
YHL034C,,,,,,
YDR418W,ENSG00000197958,64,1,9,127447674,127451405
YGR270C-A,,,,,,
YLR183C,,,,,,
YIR024C,,,,,,
YCR038C,,,,,,
YOL155C,,,,,,
YIL009C-A,,,,,,
YJR040W,ENSG00000171365,32,1,X,49922615,50099235
YJR040W,ENSG00000184908,15,1,1,16043736,16057308
YJR040W,ENSG00000186510,15,1,1,16018875,16034050
YJR040W,ENSG00000073464,32,1,X,10156945,10237660
YJR040W,ENSG00000114859,17,1,3,184346185,184361651
YJR040W,ENSG00000109572,32,1,4,169612633,169723673
YJR040W,ENSG00000011021,20,1,1,11806096,11843144
YJR040W,ENSG00000103249,21,1,16,1444934,1475580
YJR040W,ENSG00000188037,18,1,7,143316126,143352083
YJL037W,,,,,,
YOR059C,,,,,,
YMR325W,,,,,,
YGL149W,,,,,,
YGR271W,ENSG00000130997,4,1,4,2071918,2242121
YGR271W,ENSG00000112249,43,1,6,100508194,100881372
YGR271W,ENSG00000144028,36,1,2,96274336,96305515
YGR271W,ENSG00000051341,13,1,3,121431427,121546641
YGR271W,ENSG00000163312,9,1,4,83407343,83455856
YGR173W,ENSG00000108591,58,1,17,18087886,18107971
YNR002C,,,,,,
YMR172C-A,,,,,,
YIL158W,,,,,,
YBR086C,,,,,,
YLR361C-A,,,,,,
YOR027W,ENSG00000104450,15,1,8,100157906,100259278
YOR027W,ENSG00000168439,36,1,11,64185272,64204543
YOR027W,ENSG00000005175,15,1,12,47661249,47706061
YOR027W,ENSG00000025772,6,1,20,44942130,44960486
YER048W-A,ENSG00000214113,32,1,6,5102593,5260939
YML090W,,,,,,
YDR210W-B,,,,,,
YHR164C,ENSG00000138346,23,1,10,68414064,68472121
YGR278W,ENSG00000163510,29,1,2,179944876,180007113
Q0085,ENSG00000198899,27,1,MT,8527,9207
YPR150W,,,,,,
YKL204W,,,,,,
YDR462W,,,,,,
YMR273C,,,,,,
YJL162C,,,,,,
YMR175W-A,,,,,,
YLL054C,,,,,,
YDL055C,ENSG00000173540,58,1,3,49716844,49723951
YDL055C,ENSG00000144591,36,1,2,219498867,219506988
YPR080W,ENSG00000156508,81,1,6,73515750,73523797
YPR080W,ENSG00000101210,80,1,20,63488013,63499315
YFL017W-A,ENSG00000143977,49,1,2,70281362,70293771
YOL019W,,,,,,
YGL127C,ENSG00000108590,31,1,17,6643315,6651634
YLR266C,,,,,,
YGR268C,,,,,,
YHL033C,ENSG00000148303,57,1,9,133348214,133351426
YGL063C-A,,,,,,
YKR076W,,,,,,
YJR130C,,,,,,
YEL007W,,,,,,
YMR285C,,,,,,
YBR104W,,,,,,
YPL263C,ENSG00000104731,24,1,16,87696485,87765992
YER096W,,,,,,
YOR325W,,,,,,
YIL128W,ENSG00000155229,22,1,10,97458324,97498794
YDR311W,ENSG00000110768,16,1,11,18322295,18367044
YKL088W,ENSG00000138621,13,1,15,75023555,75117462
YJL046W,ENSG00000144182,24,1,2,99154955,99163157
YLR228C,,,,,,
YER053C-A,,,,,,
YKL056C,ENSG00000133112,42,1,13,45333471,45341370
YPL037C,ENSG00000134717,38,1,1,52056125,52090716
YPL037C,ENSG00000145741,35,1,5,73498408,73505635
YDR459C,,,,,,
YOR357C,ENSG00000112335,38,1,6,108211222,108261260
YOR357C,ENSG00000147164,35,1,X,71056332,71073426
YOR357C,ENSG00000002919,28,1,17,48103357,48123074
YOR357C,ENSG00000086300,25,1,7,26291895,26374329
YNR004W,,,,,,
YNL192W,,,,,,
YGL068W,ENSG00000262814,38,1,17,81703357,81707526
YNL339W-B,,,,,,
YKL096C-B,,,,,,
YDL157C,,,,,,
YOR007C,ENSG00000197860,25,1,5,65665928,65723035
YOR007C,ENSG00000149292,18,1,11,113314529,113383544
YOR007C,ENSG00000104969,27,1,19,2754714,2783371
YJL029C,ENSG00000141252,20,1,17,508668,721717
YBR105C,ENSG00000141034,22,1,17,18039292,18068404
YDL013W,,,,,,
YJR052W,,,,,,
YGL200C,ENSG00000099203,20,1,19,10832438,10836318
YGL200C,ENSG00000251201,22,1,5,115578642,115626161
YGL200C,ENSG00000166557,21,1,15,79311062,79427432
YGL200C,ENSG00000243414,5,1,5,115578650,115602479
YGL200C,ENSG00000086598,33,1,12,123584531,123598577
YGL200C,ENSG00000134970,22,1,5,115613508,115632992
YGL200C,ENSG00000117500,24,1,1,93149742,93180728
YNL194C,,,,,,
YDR260C,,,,,,
YPL012W,ENSG00000052749,24,1,10,97356358,97426076
YBL047C,ENSG00000135597,8,1,6,138903493,138988261
YBL047C,ENSG00000085832,15,1,1,51354263,51519328
YBL047C,ENSG00000110047,4,1,11,64851642,64888296
YBL047C,ENSG00000205726,17,1,21,33642400,33899861
YBL047C,ENSG00000169891,7,1,X,16946691,17153280
YBL047C,ENSG00000013016,4,1,2,31234337,31269447
YBL047C,ENSG00000024422,4,1,19,47713343,47743134
YBL047C,ENSG00000127527,14,1,19,16355239,16472085
YBL047C,ENSG00000103966,4,1,15,41895939,41972578
YBL047C,ENSG00000185739,3,1,16,4189374,4242080
YBL047C,ENSG00000198399,16,1,2,24202864,24360714
YKR001C,ENSG00000079805,41,1,19,10718079,10833488
YKR001C,ENSG00000197959,40,1,1,171841498,172418466
YKR001C,ENSG00000183486,25,1,21,41361943,41409390
YKR001C,ENSG00000157601,27,1,21,41420304,41459214
YKR001C,ENSG00000106976,41,1,9,128203352,128255248
YNR072W,ENSG00000160326,19,1,9,133471095,133479137
YNR072W,ENSG00000136856,21,1,9,127397138,127408424
YLR157W-E,,,,,,
YBR154C,ENSG00000099817,42,1,19,1086579,1095380
YPL156C,,,,,,
YKL048C,,,,,,
YJL020C,,,,,,
YPL105C,,,,,,
YLR251W,ENSG00000254858,24,1,19,18193182,18196948
YLR251W,ENSG00000176894,26,1,12,132687606,132704991
YLR251W,ENSG00000115204,26,1,2,27309492,27325680
YHR049C-A,,,,,,
YGR113W,,,,,,
YEL018C-A,,,,,,
YHL006W-A,,,,,,
YGL008C,,,,,,
YBR253W,,,,,,
YLR212C,ENSG00000037042,38,1,17,42659305,42667006
YLR212C,ENSG00000131462,38,1,17,42609676,42615234
YLR212C,ENSG00000108423,21,1,17,59859482,59892945
YCR020C,,,,,,
YDR340W,,,,,,
YJR141W,,,,,,
YHR060W,,,,,,
YDR361C,,,,,,
YPL009C,ENSG00000165525,28,1,14,49782083,49853203
YNL027W,,,,,,
YNL065W,,,,,,
YNL211C,,,,,,
YHL038C,,,,,,
YPL070W,,,,,,
YOL111C,,,,,,
YDR075W,,,,,,
YER009W,ENSG00000102898,41,1,16,67846732,67872567
YMR219W,,,,,,
YFL034C-B,,,,,,
YIR011C,,,,,,
YMR297W,ENSG00000064601,26,1,20,45890144,45898820
YIL139C,,,,,,
YJR021C,,,,,,
YDR254W,,,,,,
YNL301C,ENSG00000063177,56,1,19,48615328,48619536
YPL005W,,,,,,
YGL105W,ENSG00000164022,29,1,4,106315544,106349226
YBR255C-A,,,,,,
YDL224C,,,,,,
YKL188C,,,,,,
YGR090W,ENSG00000165271,23,1,9,33461441,33473930
YKL062W,ENSG00000112238,10,1,6,99606730,99615578
YER044C,ENSG00000133935,27,1,14,75649791,75661189
YNL315C,ENSG00000123472,22,1,1,46632737,46673867
YLL049W,,,,,,
YKL216W,ENSG00000102967,23,1,16,72008588,72027664
YJL158C,,,,,,
YDR162C,,,,,,
YCR024C-B,,,,,,
YJL202C,,,,,,
YCR059C,ENSG00000154059,33,1,18,24426616,24453535
YDL183C,,,,,,
YKR046C,,,,,,
YCL039W,ENSG00000162923,17,1,1,224385143,224437033
YER140W,ENSG00000169762,27,1,4,16160505,16227410
YPL069C,ENSG00000152904,37,1,1,235327350,235344532
YOR386W,ENSG00000121671,22,1,11,45847118,45883248
YOR386W,ENSG00000008405,21,1,12,106991364,107093829
YLR365W,,,,,,
YPL151C,ENSG00000171566,39,1,4,154535006,154550435
YPL151C,ENSG00000123154,11,1,19,12666800,12675832
YNL042W,,,,,,
YHR207C,,,,,,
YCR064C,,,,,,
YDR171W,,,,,,
YPL157W,ENSG00000137574,29,1,8,55773142,55825448
YLR227W-A,,,,,,
YDR479C,,,,,,
YAL034W-A,,,,,,
YBR013C,,,,,,
YOR258W,ENSG00000137074,23,1,9,32972606,33025168
YOR258W,ENSG00000039650,10,1,19,49861204,49878351
YNR057C,,,,,,
YJL113W,,,,,,
YIL015W,,,,,,
YGR161W-C,,,,,,
YHR127W,,,,,,
YFL018C,ENSG00000091140,55,1,7,107890970,107931730
YNL328C,ENSG00000120675,29,1,13,43023203,43114224
YNL328C,ENSG00000205981,29,1,3,180983709,180989774
YCL049C,,,,,,
YLR072W,ENSG00000155324,10,1,5,126360132,126496494
YLR072W,ENSG00000175318,8,1,15,72159807,72197785
YLR072W,ENSG00000178075,16,1,3,113828182,113947174
YLR072W,ENSG00000089351,17,1,19,34994784,35026471
YLR072W,ENSG00000023171,17,1,11,123525636,123627774
YHR111W,ENSG00000124217,39,1,20,50958826,50963931
YGL055W,ENSG00000145284,18,1,4,82629539,82798857
YGL055W,ENSG00000099194,22,1,10,100347124,100364834
YBR288C,,,,,,
YOL055C,,,,,,
YOR347C,ENSG00000143627,50,1,1,155289839,155301434
YOR347C,ENSG00000067225,46,1,15,72199029,72231822
YGL065C,ENSG00000119523,34,1,9,99216426,99221956
YHR013C,ENSG00000102030,42,1,X,153929242,153935223
YHR013C,ENSG00000156269,39,1,4,79225694,79326050
YOR307C,,,,,,
YAL042C-A,,,,,,
YNL144C,,,,,,
YIR038C,,,,,,
YLR230W,,,,,,
YAL046C,ENSG00000163170,26,1,2,74135398,74147994
YPL193W,,,,,,
YER147C-A,,,,,,
YJL045W,,,,,,
YGR208W,ENSG00000146733,20,1,7,56011051,56051604
YDR347W,,,,,,
YER190C-B,,,,,,
YKR078W,,,,,,
YDR201W,,,,,,
YPR087W,,,,,,
YLR027C,ENSG00000125166,43,1,16,58707131,58734357
YLR027C,ENSG00000169154,27,1,8,37934281,37940129
YLR027C,ENSG00000120053,46,1,10,99396870,99430624
YOR275C,ENSG00000170248,21,1,3,33798352,33869707
YOR275C,ENSG00000158106,12,1,8,143368855,143384220
YOR275C,ENSG00000076201,21,1,3,47381011,47413441
YOR275C,ENSG00000131941,13,1,19,32978593,33064888
YML077W,ENSG00000170043,29,1,17,7930345,7932123
YGL245W,,,,,,
YHR058C,ENSG00000133997,21,1,14,70581257,70600690
YPR181C,ENSG00000100934,50,1,14,39031919,39109646
YPR181C,ENSG00000101310,50,1,20,18507493,18561415
YDL025W-A,,,,,,
YER190W,,,,,,
YBR106W,,,,,,
YHR018C,ENSG00000126522,54,1,7,66075798,66093558
YHR018C,ENSG00000249319,25,1,7,66087761,66152277
YPL197C,,,,,,
YBR170C,ENSG00000182446,35,1,17,81556887,81648465
YMR304W,ENSG00000114374,12,1,Y,12701231,12860839
YMR304W,ENSG00000115464,13,1,2,61187463,61470769
YMR304W,ENSG00000085982,14,1,2,233475520,233566782
YMR304W,ENSG00000184979,6,1,22,18149899,18177397
YMR304W,ENSG00000162402,12,1,1,55066359,55215113
YMR304W,ENSG00000170242,15,1,11,11841423,11959323
YMR304W,ENSG00000161133,5,1,22,20350578,20390758
YMR304W,ENSG00000187555,29,1,16,8892094,8964514
YMR304W,ENSG00000090686,11,1,1,21678298,21783606
YMR304W,ENSG00000124486,12,1,X,41085635,41236579
YDL211C,,,,,,
YPL078C,,,,,,
YDR273W,,,,,,
YOL007C,,,,,,
YDR399W,,,,,,
YLR064W,,,,,,
YKL181W,,,,,,
YML047W-A,,,,,,
YGR192C,ENSG00000105679,64,1,19,35533412,35545316
YGR192C,ENSG00000111640,64,1,12,6533927,6538374
YGL045W,,,,,,
YDL078C,,,,,,
YOL041C,ENSG00000188739,25,1,1,235131183,235161457
YMR226C,ENSG00000278535,30,1,17,36591798,36600806
YHR200W,ENSG00000159352,49,1,1,151254703,151267479
YDR524C,ENSG00000186635,9,1,11,72685069,72793599
YDR524C,ENSG00000047365,9,1,4,35948221,36244509
YDR524C,ENSG00000120318,9,1,5,141653401,141682221
YLR111W,,,,,,
YBR219C,,,,,,
YMR122C,,,,,,
YGR270W,ENSG00000119778,25,1,2,23748664,23927114
YGR270W,ENSG00000156802,23,1,8,123319850,123416350
YPR125W,ENSG00000168924,28,1,4,1811479,1856247
YPR125W,ENSG00000165046,24,1,8,38386207,38409527
YEL046C,,,,,,
YIR015W,,,,,,
YGR136W,,,,,,
YMR242C,ENSG00000105640,55,1,19,17859876,17864153
YLR379W,,,,,,
YDR204W,ENSG00000167113,28,1,9,128322536,128334072
YPL161C,,,,,,
YMR145C,,,,,,
YIR017W-A,,,,,,
YLL031C,ENSG00000165282,26,1,9,35088688,35096601
YLL031C,ENSG00000174227,19,1,4,499210,540196
YDR300C,,,,,,
YLR229C,ENSG00000136238,70,1,7,6374523,6403977
YLR229C,ENSG00000070831,80,1,1,22052627,22092946
YLR229C,ENSG00000126785,59,1,14,63204114,63293219
YLR229C,ENSG00000119729,64,1,2,46541806,46583121
YLR229C,ENSG00000177105,58,1,11,3826978,3840983
YLR229C,ENSG00000128340,68,1,22,37225261,37244448
YLR229C,ENSG00000104140,52,1,15,40872214,40874289
YLR229C,ENSG00000116574,52,1,1,228735077,228746669
YLR229C,ENSG00000168421,40,1,4,40191053,40246967
YLR229C,ENSG00000169750,69,1,17,82031624,82034204
YLR421C,,,,,,
YJR151C,,,,,,
YMR307C-A,,,,,,
YPL096W,ENSG00000151092,35,1,3,25718944,25790039
YML038C,ENSG00000080189,25,1,20,46345980,46364458
YJL082W,,,,,,
YIL006W,,,,,,
YLR392C,,,,,,
YGR075C,,,,,,
YBR268W,,,,,,
YDR316W,,,,,,
YNR070W,,,,,,
YKR020W,,,,,,
YOL164W-A,,,,,,
YPR142C,,,,,,
YNL145W,,,,,,
YHR068W,ENSG00000095059,53,1,19,12675717,12681902
YEL010W,,,,,,
YOL013W-B,,,,,,
YGL160W,,,,,,
YGR042W,,,,,,
YDR430C,ENSG00000107959,36,1,10,3137728,3172841
YPR160W,ENSG00000068976,44,1,11,64746389,64760297
YPR160W,ENSG00000100994,45,1,20,25248069,25298014
YPR160W,ENSG00000100504,46,1,14,50857891,50944736
YER007W,ENSG00000154114,17,1,11,121024072,121090775
YER007W,ENSG00000116957,24,1,1,235367360,235448968
YGR095C,ENSG00000077348,26,1,19,41386374,41397479
YCR041W,,,,,,
YFL033C,,,,,,
YDL089W,,,,,,
YDR522C,,,,,,
YEL062W,ENSG00000114388,18,1,3,50347330,50351091
YBR026C,ENSG00000115129,17,1,2,24077433,24085861
YBR026C,ENSG00000116791,12,1,1,74705482,74733408
YBR026C,ENSG00000171724,12,1,16,77788530,77980107
YBR026C,ENSG00000108828,15,1,17,43014605,43025123
YBR026C,ENSG00000116353,34,1,1,29192873,29230942
YLR143W,ENSG00000134146,17,1,15,35217345,35546193
YMR125W,ENSG00000136937,16,1,9,97633626,97673748
YLR126C,,,,,,
YGL086W,,,,,,
YNL129W,,,,,,
YGL048C,ENSG00000087191,74,1,17,63827152,63832026
YER106W,,,,,,
YBR083W,,,,,,
YJR012C,,,,,,
YGR169C,ENSG00000007376,16,1,16,784974,788397
YDR509W,,,,,,
Q0010,,,,,,
YMR074C,,,,,,
YJL127W-A,,,,,,
YDR341C,ENSG00000113643,26,1,5,168486445,168519299
YDR341C,ENSG00000146282,36,1,6,87514378,87590003
YDR521W,,,,,,
YMR269W,,,,,,
YJR112W-A,,,,,,
YHR138C,,,,,,
YBL039C-A,,,,,,
YFL021W,,,,,,
YPL144W,,,,,,
YML026C,ENSG00000231500,69,1,6,33272010,33276510
YEL053C,,,,,,
YHL020C,,,,,,
YGR106C,,,,,,
YLR444C,,,,,,
YJR128W,,,,,,
YMR194C-B,,,,,,
YLR452C,,,,,,
YMR005W,,,,,,
YOL099C,,,,,,
YLR363C,,,,,,
YIL023C,ENSG00000112473,32,1,6,33200445,33204439
YIL023C,ENSG00000165915,25,1,11,47407132,47416501
YIL023C,ENSG00000104635,21,1,8,22367249,22434129
YIL023C,ENSG00000148482,24,1,10,17951839,18043292
YIL023C,ENSG00000147804,23,1,8,144409742,144416895
YIL023C,ENSG00000141424,24,1,18,36108532,36129385
YIL023C,ENSG00000138821,19,1,4,102251041,102431258
YIL023C,ENSG00000139540,20,1,12,56230049,56237846
YIL023C,ENSG00000196950,23,1,2,195575977,195737702
YGL115W,ENSG00000181929,28,1,12,49002274,49019197
YGL115W,ENSG00000106617,27,1,7,151556111,151877125
YGL115W,ENSG00000115592,26,1,2,218822383,218832086
YKL138C,,,,,,
YOL109W,,,,,,
YGL002W,ENSG00000184840,27,1,5,177592158,177596124
YGL002W,ENSG00000158604,29,1,7,44577894,44582287
YOR312C,ENSG00000105640,55,1,19,17859876,17864153
YLR179C,,,,,,
YNL230C,,,,,,
YHL028W,,,,,,
YCR015C,,,,,,
YPR199C,,,,,,
YMR313C,,,,,,
YLR361C,,,,,,
YBR077C,,,,,,
YOR298W,,,,,,
YDR380W,,,,,,
YMR135W-A,,,,,,
YGL226C-A,,,,,,
YDL177C,,,,,,
YOL084W,,,,,,
YLR069C,ENSG00000168827,53,1,3,158644278,158692575
YDR060W,ENSG00000115816,27,1,2,37201612,37231713
YDL096C,,,,,,
YGR149W,,,,,,
YPL213W,,,,,,
YPL203W,ENSG00000185532,35,1,10,50991358,52298350
YPL203W,ENSG00000072133,30,1,X,84058346,84187907
YPL203W,ENSG00000138669,37,1,4,81087370,81215117
YPL203W,ENSG00000177189,31,1,X,20149911,20267100
YPL203W,ENSG00000167524,24,1,17,28607964,28614200
YPL203W,ENSG00000165059,42,1,9,69012505,69014113
YPL203W,ENSG00000142875,45,1,1,84078062,84238498
YPL203W,ENSG00000100784,33,1,14,90847862,91060636
YPL203W,ENSG00000071242,31,1,6,166409364,166906451
YPL203W,ENSG00000117676,31,1,1,26529761,26575030
YPL203W,ENSG00000162302,32,1,11,64359148,64372215
YPL203W,ENSG00000072062,43,1,19,14091688,14118084
YPL203W,ENSG00000183943,42,1,X,3604370,3713608
YLL041C,ENSG00000117118,66,1,1,17018722,17054170
YGL258W-A,,,,,,
YBL026W,ENSG00000204392,63,1,6,31797396,31806984
YBR076C-A,,,,,,
YNR021W,,,,,,
YGR080W,ENSG00000151239,24,1,12,43793723,43806375
YGR080W,ENSG00000247596,25,1,3,52228610,52239260
YBL055C,ENSG00000147687,27,1,8,124488485,124539458
YBL055C,ENSG00000157014,18,1,3,10248023,10281218
YBL055C,ENSG00000272410,16,1,3,10249372,10285796
YBR195C,,,,,,
YCR096C,,,,,,
YIL172C,ENSG00000138079,26,1,2,44275458,44321494
YIL172C,ENSG00000168003,14,1,11,62856102,62888875
YPL191C,ENSG00000128923,29,1,15,58771192,58861900
YPL191C,ENSG00000143409,24,1,1,150996086,151008375
YMR013C,ENSG00000175283,24,1,9,128945530,128947619
YPL148C,,,,,,
YFL038C,ENSG00000084733,50,1,2,26034107,26137454
YFL038C,ENSG00000206418,41,1,18,8609445,8639381
YFL038C,ENSG00000167461,48,1,19,16111629,16134234
YFL038C,ENSG00000138069,70,1,2,65070701,65130106
YFL038C,ENSG00000167964,41,1,16,2140803,2154165
YFL038C,ENSG00000105649,44,1,19,18196784,18204074
YFL038C,ENSG00000143545,47,1,1,153981617,153986358
YFL038C,ENSG00000172794,37,1,17,74670578,74747335
YFL038C,ENSG00000166128,50,1,15,63189469,63267782
YFL038C,ENSG00000152932,44,1,5,58582221,58859394
YFL038C,ENSG00000169213,43,1,1,51907956,51990764
YFL038C,ENSG00000105514,42,1,19,11322046,11346270
YFL038C,ENSG00000174903,68,1,11,66268533,66277492
YPL088W,ENSG00000170049,27,1,17,7921859,7929803
YPL088W,ENSG00000211454,20,1,1,19265982,19274194
YPL088W,ENSG00000053371,20,1,1,19303965,19312146
YPL088W,ENSG00000169282,25,1,3,156037701,156539138
YPL088W,ENSG00000069424,25,1,1,5991466,6101193
YPL088W,ENSG00000162482,21,1,1,19282558,19289250
YPL240C,ENSG00000096384,62,1,6,44246166,44253888
YIL037C,,,,,,
YGL145W,,,,,,
YLR232W,,,,,,
YNL004W,ENSG00000099783,21,1,19,8444767,8489114
YNL004W,ENSG00000104177,20,1,15,48134631,48178517
YPR060C,,,,,,
YEL018W,,,,,,
YEL043W,,,,,,
YHR069C,ENSG00000130713,34,1,9,130693721,130704894
YLR323C,ENSG00000125352,33,1,X,119870475,119871827
YLR323C,ENSG00000139797,29,1,13,98175785,98177265
YGL172W,,,,,,
YPL053C,,,,,,
YJR070C,ENSG00000129932,44,1,19,3490821,3500940
YPL283C,,,,,,
YDL143W,ENSG00000115484,59,1,2,61868089,61888804
YDR257C,ENSG00000103037,21,1,16,58515479,58521181
YKL162C,,,,,,
YHL027W,,,,,,
YAR068W,,,,,,
YMR290C,ENSG00000088205,60,1,2,117814650,117832379
YGR296C-A,,,,,,
YDL021W,,,,,,
YDR452W,ENSG00000166311,13,1,11,6390431,6394998
YDR452W,ENSG00000130768,11,1,1,27934993,27959157
YDR452W,ENSG00000172594,10,1,6,122789049,122809720
YPL211W,ENSG00000132603,56,1,16,69339430,69343111
YBR074W,ENSG00000099219,18,1,9,5765076,5833117
