"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"2712","YGL200C","ENSG00000086598",33,1,"12",123584531,123598577,FALSE
"2713","YGL200C","ENSG00000134970",22,1,"5",115613508,115632992,FALSE
"2714","YGL200C","ENSG00000117500",24,1,"1",93149742,93180728,FALSE
"2717","YPL012W","ENSG00000052749",24,1,"10",97356358,97426076,TRUE
"2718","YBL047C","ENSG00000135597",8,1,"6",138903493,138988261,FALSE
"2719","YBL047C","ENSG00000085832",15,1,"1",51354263,51519328,FALSE
"2720","YBL047C","ENSG00000110047",4,1,"11",64851642,64888296,FALSE
"2721","YBL047C","ENSG00000205726",17,1,"21",33642400,33899861,FALSE
"2722","YBL047C","ENSG00000169891",7,1,"X",16946691,17153280,FALSE
"2723","YBL047C","ENSG00000013016",4,1,"2",31234337,31269447,FALSE
"2724","YBL047C","ENSG00000024422",4,1,"19",47713343,47743134,FALSE
"2725","YBL047C","ENSG00000127527",14,1,"19",16355239,16472085,FALSE
"2726","YBL047C","ENSG00000103966",4,1,"15",41895939,41972578,FALSE
"2727","YBL047C","ENSG00000185739",3,1,"16",4189374,4242080,FALSE
"2728","YBL047C","ENSG00000198399",16,1,"2",24202864,24360714,FALSE
"2729","YKR001C","ENSG00000079805",41,1,"19",10718079,10833488,FALSE
"2730","YKR001C","ENSG00000197959",40,1,"1",171841498,172418466,FALSE
"2731","YKR001C","ENSG00000183486",25,1,"21",41361943,41409390,FALSE
"2732","YKR001C","ENSG00000157601",27,1,"21",41420304,41459214,FALSE
"2733","YKR001C","ENSG00000106976",41,1,"9",128203352,128255248,FALSE
"2734","YNR072W","ENSG00000160326",19,1,"9",133471095,133479137,FALSE
"2735","YNR072W","ENSG00000136856",21,1,"9",127397138,127408424,FALSE
"2737","YBR154C","ENSG00000099817",42,1,"19",1086579,1095380,TRUE
"2742","YLR251W","ENSG00000254858",24,1,"19",18193182,18196948,FALSE
"2743","YLR251W","ENSG00000176894",26,1,"12",132687606,132704991,FALSE
"2744","YLR251W","ENSG00000115204",26,1,"2",27309492,27325680,FALSE
"2751","YLR212C","ENSG00000037042",38,1,"17",42659305,42667006,TRUE
"2752","YLR212C","ENSG00000131462",38,1,"17",42609676,42615234,TRUE
"2753","YLR212C","ENSG00000108423",21,1,"17",59859482,59892945,TRUE
"2759","YPL009C","ENSG00000165525",28,1,"14",49782083,49853203,FALSE
"2767","YER009W","ENSG00000102898",41,1,"16",67846732,67872567,TRUE
"2771","YMR297W","ENSG00000064601",26,1,"20",45890144,45898820,FALSE
"2775","YNL301C","ENSG00000063177",56,1,"19",48615328,48619536,FALSE
"2777","YGL105W","ENSG00000164022",29,1,"4",106315544,106349226,FALSE
"2781","YGR090W","ENSG00000165271",23,1,"9",33461441,33473930,TRUE
"2782","YKL062W","ENSG00000112238",10,1,"6",99606730,99615578,FALSE
"2783","YER044C","ENSG00000133935",27,1,"14",75649791,75661189,FALSE
"2784","YNL315C","ENSG00000123472",22,1,"1",46632737,46673867,FALSE
"2786","YKL216W","ENSG00000102967",23,1,"16",72008588,72027664,FALSE
"2791","YCR059C","ENSG00000154059",33,1,"18",24426616,24453535,FALSE
"2794","YCL039W","ENSG00000162923",17,1,"1",224385143,224437033,FALSE
"2795","YER140W","ENSG00000169762",27,1,"4",16160505,16227410,FALSE
"2796","YPL069C","ENSG00000152904",37,1,"1",235327350,235344532,FALSE
"2797","YOR386W","ENSG00000121671",22,1,"11",45847118,45883248,FALSE
"2798","YOR386W","ENSG00000008405",21,1,"12",106991364,107093829,FALSE
"2800","YPL151C","ENSG00000171566",39,1,"4",154535006,154550435,TRUE
"2801","YPL151C","ENSG00000123154",11,1,"19",12666800,12675832,TRUE
"2806","YPL157W","ENSG00000137574",29,1,"8",55773142,55825448,FALSE
"2811","YOR258W","ENSG00000137074",23,1,"9",32972606,33025168,FALSE
"2812","YOR258W","ENSG00000039650",10,1,"19",49861204,49878351,FALSE
"2818","YFL018C","ENSG00000091140",55,1,"7",107890970,107931730,FALSE
"2819","YNL328C","ENSG00000120675",29,1,"13",43023203,43114224,FALSE
"2820","YNL328C","ENSG00000205981",29,1,"3",180983709,180989774,FALSE
"2822","YLR072W","ENSG00000155324",10,1,"5",126360132,126496494,FALSE
"2823","YLR072W","ENSG00000175318",8,1,"15",72159807,72197785,FALSE
"2824","YLR072W","ENSG00000178075",16,1,"3",113828182,113947174,FALSE
"2825","YLR072W","ENSG00000089351",17,1,"19",34994784,35026471,FALSE
"2826","YLR072W","ENSG00000023171",17,1,"11",123525636,123627774,FALSE
"2827","YHR111W","ENSG00000124217",39,1,"20",50958826,50963931,FALSE
"2828","YGL055W","ENSG00000145284",18,1,"4",82629539,82798857,TRUE
"2829","YGL055W","ENSG00000099194",22,1,"10",100347124,100364834,TRUE
"2832","YOR347C","ENSG00000143627",50,1,"1",155289839,155301434,FALSE
"2833","YOR347C","ENSG00000067225",46,1,"15",72199029,72231822,FALSE
"2834","YGL065C","ENSG00000119523",34,1,"9",99216426,99221956,TRUE
"2835","YHR013C","ENSG00000102030",42,1,"X",153929242,153935223,FALSE
"2836","YHR013C","ENSG00000156269",39,1,"4",79225694,79326050,FALSE
"2842","YAL046C","ENSG00000163170",26,1,"2",74135398,74147994,FALSE
"2846","YGR208W","ENSG00000146733",20,1,"7",56011051,56051604,FALSE
"2852","YLR027C","ENSG00000125166",43,1,"16",58707131,58734357,FALSE
"2853","YLR027C","ENSG00000169154",27,1,"8",37934281,37940129,FALSE
"2854","YLR027C","ENSG00000120053",46,1,"10",99396870,99430624,FALSE
"2855","YOR275C","ENSG00000170248",21,1,"3",33798352,33869707,FALSE
"2856","YOR275C","ENSG00000158106",12,1,"8",143368855,143384220,FALSE
"2857","YOR275C","ENSG00000076201",21,1,"3",47381011,47413441,FALSE
"2858","YOR275C","ENSG00000131941",13,1,"19",32978593,33064888,FALSE
"2859","YML077W","ENSG00000170043",29,1,"17",7930345,7932123,TRUE
"2861","YHR058C","ENSG00000133997",21,1,"14",70581257,70600690,TRUE
"2862","YPR181C","ENSG00000100934",50,1,"14",39031919,39109646,TRUE
"2863","YPR181C","ENSG00000101310",50,1,"20",18507493,18561415,TRUE
"2867","YHR018C","ENSG00000126522",54,1,"7",66075798,66093558,FALSE
"2868","YHR018C","ENSG00000249319",25,1,"7",66087761,66152277,FALSE
"2870","YBR170C","ENSG00000182446",35,1,"17",81556887,81648465,FALSE
"2871","YMR304W","ENSG00000114374",12,1,"Y",12701231,12860839,FALSE
"2872","YMR304W","ENSG00000115464",13,1,"2",61187463,61470769,FALSE
"2873","YMR304W","ENSG00000085982",14,1,"2",233475520,233566782,FALSE
"2874","YMR304W","ENSG00000184979",6,1,"22",18149899,18177397,FALSE
"2875","YMR304W","ENSG00000162402",12,1,"1",55066359,55215113,FALSE
"2876","YMR304W","ENSG00000170242",15,1,"11",11841423,11959323,FALSE
"2877","YMR304W","ENSG00000161133",5,1,"22",20350578,20390758,FALSE
"2878","YMR304W","ENSG00000187555",29,1,"16",8892094,8964514,FALSE
"2879","YMR304W","ENSG00000090686",11,1,"1",21678298,21783606,FALSE
"2880","YMR304W","ENSG00000124486",12,1,"X",41085635,41236579,FALSE
"2889","YGR192C","ENSG00000105679",64,1,"19",35533412,35545316,FALSE
"2890","YGR192C","ENSG00000111640",64,1,"12",6533927,6538374,FALSE
"2893","YOL041C","ENSG00000188739",25,1,"1",235131183,235161457,FALSE
"2894","YMR226C","ENSG00000278535",30,1,"17",36591798,36600806,FALSE
"2895","YHR200W","ENSG00000159352",49,1,"1",151254703,151267479,FALSE
"2896","YDR524C","ENSG00000186635",9,1,"11",72685069,72793599,FALSE
"2897","YDR524C","ENSG00000047365",9,1,"4",35948221,36244509,FALSE
"2898","YDR524C","ENSG00000120318",9,1,"5",141653401,141682221,FALSE
"2902","YGR270W","ENSG00000119778",25,1,"2",23748664,23927114,FALSE
"2903","YGR270W","ENSG00000156802",23,1,"8",123319850,123416350,FALSE
"2904","YPR125W","ENSG00000168924",28,1,"4",1811479,1856247,FALSE
"2905","YPR125W","ENSG00000165046",24,1,"8",38386207,38409527,FALSE
"2909","YMR242C","ENSG00000105640",55,1,"19",17859876,17864153,FALSE
"2911","YDR204W","ENSG00000167113",28,1,"9",128322536,128334072,FALSE
"2915","YLL031C","ENSG00000165282",26,1,"9",35088688,35096601,TRUE
"2916","YLL031C","ENSG00000174227",19,1,"4",499210,540196,TRUE
"2918","YLR229C","ENSG00000136238",70,1,"7",6374523,6403977,TRUE
"2919","YLR229C","ENSG00000070831",80,1,"1",22052627,22092946,TRUE
"2920","YLR229C","ENSG00000126785",59,1,"14",63204114,63293219,TRUE
"2921","YLR229C","ENSG00000119729",64,1,"2",46541806,46583121,TRUE
"2922","YLR229C","ENSG00000177105",58,1,"11",3826978,3840983,TRUE
"2923","YLR229C","ENSG00000128340",68,1,"22",37225261,37244448,TRUE
"2924","YLR229C","ENSG00000104140",52,1,"15",40872214,40874289,TRUE
"2925","YLR229C","ENSG00000116574",52,1,"1",228735077,228746669,TRUE
"2926","YLR229C","ENSG00000168421",40,1,"4",40191053,40246967,TRUE
"2927","YLR229C","ENSG00000169750",69,1,"17",82031624,82034204,TRUE
"2931","YPL096W","ENSG00000151092",35,1,"3",25718944,25790039,FALSE
"2932","YML038C","ENSG00000080189",25,1,"20",46345980,46364458,FALSE
"2944","YHR068W","ENSG00000095059",53,1,"19",12675717,12681902,TRUE
"2949","YDR430C","ENSG00000107959",36,1,"10",3137728,3172841,FALSE
"2950","YPR160W","ENSG00000068976",44,1,"11",64746389,64760297,FALSE
"2951","YPR160W","ENSG00000100994",45,1,"20",25248069,25298014,FALSE
"2952","YPR160W","ENSG00000100504",46,1,"14",50857891,50944736,FALSE
"2953","YER007W","ENSG00000154114",17,1,"11",121024072,121090775,FALSE
"2954","YER007W","ENSG00000116957",24,1,"1",235367360,235448968,FALSE
"2955","YGR095C","ENSG00000077348",26,1,"19",41386374,41397479,TRUE
"2960","YEL062W","ENSG00000114388",18,1,"3",50347330,50351091,FALSE
"2961","YBR026C","ENSG00000115129",17,1,"2",24077433,24085861,FALSE
"2962","YBR026C","ENSG00000116791",12,1,"1",74705482,74733408,FALSE
"2963","YBR026C","ENSG00000171724",12,1,"16",77788530,77980107,FALSE
"2964","YBR026C","ENSG00000108828",15,1,"17",43014605,43025123,FALSE
"2965","YBR026C","ENSG00000116353",34,1,"1",29192873,29230942,FALSE
"2966","YLR143W","ENSG00000134146",17,1,"15",35217345,35546193,FALSE
"2967","YMR125W","ENSG00000136937",16,1,"9",97633626,97673748,FALSE
"2971","YGL048C","ENSG00000087191",74,1,"17",63827152,63832026,TRUE
"2975","YGR169C","ENSG00000007376",16,1,"16",784974,788397,FALSE
"2980","YDR341C","ENSG00000113643",26,1,"5",168486445,168519299,TRUE
"2981","YDR341C","ENSG00000146282",36,1,"6",87514378,87590003,TRUE
"2989","YML026C","ENSG00000231500",69,1,"6",33272010,33276510,FALSE
"3000","YIL023C","ENSG00000112473",32,1,"6",33200445,33204439,FALSE
"3001","YIL023C","ENSG00000165915",25,1,"11",47407132,47416501,FALSE
"3002","YIL023C","ENSG00000104635",21,1,"8",22367249,22434129,FALSE
"3003","YIL023C","ENSG00000148482",24,1,"10",17951839,18043292,FALSE
"3004","YIL023C","ENSG00000147804",23,1,"8",144409742,144416895,FALSE
"3005","YIL023C","ENSG00000141424",24,1,"18",36108532,36129385,FALSE
"3006","YIL023C","ENSG00000138821",19,1,"4",102251041,102431258,FALSE
"3007","YIL023C","ENSG00000139540",20,1,"12",56230049,56237846,FALSE
"3008","YIL023C","ENSG00000196950",23,1,"2",195575977,195737702,FALSE
"3009","YGL115W","ENSG00000181929",28,1,"12",49002274,49019197,FALSE
"3010","YGL115W","ENSG00000106617",27,1,"7",151556111,151877125,FALSE
"3011","YGL115W","ENSG00000115592",26,1,"2",218822383,218832086,FALSE
"3014","YGL002W","ENSG00000184840",27,1,"5",177592158,177596124,FALSE
"3015","YGL002W","ENSG00000158604",29,1,"7",44577894,44582287,FALSE
"3016","YOR312C","ENSG00000105640",55,1,"19",17859876,17864153,FALSE
"3031","YLR069C","ENSG00000168827",53,1,"3",158644278,158692575,FALSE
"3032","YDR060W","ENSG00000115816",27,1,"2",37201612,37231713,TRUE
"3036","YPL203W","ENSG00000185532",35,1,"10",50991358,52298350,FALSE
"3037","YPL203W","ENSG00000072133",30,1,"X",84058346,84187907,FALSE
"3038","YPL203W","ENSG00000138669",37,1,"4",81087370,81215117,FALSE
"3039","YPL203W","ENSG00000177189",31,1,"X",20149911,20267100,FALSE
"3040","YPL203W","ENSG00000167524",24,1,"17",28607964,28614200,FALSE
"3041","YPL203W","ENSG00000165059",42,1,"9",69012505,69014113,FALSE
"3042","YPL203W","ENSG00000142875",45,1,"1",84078062,84238498,FALSE
"3043","YPL203W","ENSG00000100784",33,1,"14",90847862,91060636,FALSE
"3044","YPL203W","ENSG00000071242",31,1,"6",166409364,166906451,FALSE
"3045","YPL203W","ENSG00000117676",31,1,"1",26529761,26575030,FALSE
"3046","YPL203W","ENSG00000162302",32,1,"11",64359148,64372215,FALSE
"3047","YPL203W","ENSG00000072062",43,1,"19",14091688,14118084,FALSE
"3048","YPL203W","ENSG00000183943",42,1,"X",3604370,3713608,FALSE
"3049","YLL041C","ENSG00000117118",66,1,"1",17018722,17054170,FALSE
"3051","YBL026W","ENSG00000204392",63,1,"6",31797396,31806984,TRUE
"3054","YGR080W","ENSG00000151239",24,1,"12",43793723,43806375,FALSE
"3055","YGR080W","ENSG00000247596",25,1,"3",52228610,52239260,FALSE
"3056","YBL055C","ENSG00000147687",27,1,"8",124488485,124539458,FALSE
"3057","YBL055C","ENSG00000157014",18,1,"3",10248023,10281218,FALSE
"3058","YBL055C","ENSG00000272410",16,1,"3",10249372,10285796,FALSE
"3061","YIL172C","ENSG00000138079",26,1,"2",44275458,44321494,FALSE
"3062","YIL172C","ENSG00000168003",14,1,"11",62856102,62888875,FALSE
"3063","YPL191C","ENSG00000128923",29,1,"15",58771192,58861900,FALSE
"3064","YPL191C","ENSG00000143409",24,1,"1",150996086,151008375,FALSE
"3065","YMR013C","ENSG00000175283",24,1,"9",128945530,128947619,TRUE
"3067","YFL038C","ENSG00000084733",50,1,"2",26034107,26137454,TRUE
"3068","YFL038C","ENSG00000206418",41,1,"18",8609445,8639381,TRUE
"3069","YFL038C","ENSG00000167461",48,1,"19",16111629,16134234,TRUE
"3070","YFL038C","ENSG00000138069",70,1,"2",65070701,65130106,TRUE
"3071","YFL038C","ENSG00000167964",41,1,"16",2140803,2154165,TRUE
"3072","YFL038C","ENSG00000105649",44,1,"19",18196784,18204074,TRUE
"3073","YFL038C","ENSG00000143545",47,1,"1",153981617,153986358,TRUE
"3074","YFL038C","ENSG00000172794",37,1,"17",74670578,74747335,TRUE
"3075","YFL038C","ENSG00000166128",50,1,"15",63189469,63267782,TRUE
"3076","YFL038C","ENSG00000152932",44,1,"5",58582221,58859394,TRUE
"3077","YFL038C","ENSG00000169213",43,1,"1",51907956,51990764,TRUE
"3078","YFL038C","ENSG00000105514",42,1,"19",11322046,11346270,TRUE
"3079","YFL038C","ENSG00000174903",68,1,"11",66268533,66277492,TRUE
"3080","YPL088W","ENSG00000170049",27,1,"17",7921859,7929803,FALSE
"3081","YPL088W","ENSG00000211454",20,1,"1",19265982,19274194,FALSE
"3082","YPL088W","ENSG00000053371",20,1,"1",19303965,19312146,FALSE
"3083","YPL088W","ENSG00000169282",25,1,"3",156037701,156539138,FALSE
"3084","YPL088W","ENSG00000069424",25,1,"1",5991466,6101193,FALSE
"3085","YPL088W","ENSG00000162482",21,1,"1",19282558,19289250,FALSE
"3086","YPL240C","ENSG00000096384",62,1,"6",44246166,44253888,FALSE
"3090","YNL004W","ENSG00000099783",21,1,"19",8444767,8489114,FALSE
"3091","YNL004W","ENSG00000104177",20,1,"15",48134631,48178517,FALSE
"3095","YHR069C","ENSG00000130713",34,1,"9",130693721,130704894,TRUE
"3096","YLR323C","ENSG00000125352",33,1,"X",119870475,119871827,TRUE
"3097","YLR323C","ENSG00000139797",29,1,"13",98175785,98177265,TRUE
"3100","YJR070C","ENSG00000129932",44,1,"19",3490821,3500940,FALSE
"3102","YDL143W","ENSG00000115484",59,1,"2",61868089,61888804,TRUE
"3103","YDR257C","ENSG00000103037",21,1,"16",58515479,58521181,FALSE
"3107","YMR290C","ENSG00000088205",60,1,"2",117814650,117832379,TRUE
"3110","YDR452W","ENSG00000166311",13,1,"11",6390431,6394998,FALSE
"3111","YDR452W","ENSG00000130768",11,1,"1",27934993,27959157,FALSE
"3112","YDR452W","ENSG00000172594",10,1,"6",122789049,122809720,FALSE
"3113","YPL211W","ENSG00000132603",56,1,"16",69339430,69343111,TRUE
"3114","YBR074W","ENSG00000099219",18,1,"9",5765076,5833117,FALSE
"3115","YAL038W","ENSG00000143627",49,1,"1",155289839,155301434,TRUE
"3116","YAL038W","ENSG00000067225",49,1,"15",72199029,72231822,TRUE
"3117","YBL071W-A","ENSG00000154813",43,1,"3",16257978,16264972,FALSE
"3121","YLR147C","ENSG00000100028",44,1,"22",24555503,24609980,TRUE
"3122","YIL061C","ENSG00000184209",22,1,"12",123457641,123473154,TRUE
"3123","YIL061C","ENSG00000104852",25,1,"19",49085419,49108605,TRUE
"3124","YML012W","ENSG00000170348",36,1,"14",75131470,75176631,FALSE
"3126","Q0250","ENSG00000198712",38,1,"MT",7586,8269,FALSE
"3127","YGR155W","ENSG00000274276",41,1,"21",6444869,6468040,FALSE
"3128","YGR155W","ENSG00000160200",41,1,"21",43053191,43076943,FALSE
"3130","YLR136C","ENSG00000128016",14,1,"19",39406813,39409412,FALSE
"3131","YLR136C","ENSG00000152518",13,1,"2",43222402,43226609,FALSE
"3132","YLR136C","ENSG00000185650",14,1,"14",68787660,68796253,FALSE
"3134","YDL060W","ENSG00000167721",30,1,"17",2322503,2337507,TRUE
"3136","YIL069C","ENSG00000138326",54,1,"10",78033760,78056812,FALSE
"3137","YHR075C","ENSG00000214517",26,1,"11",74171099,74254703,FALSE
"3139","YGL195W","ENSG00000089154",28,1,"12",120127203,120194710,FALSE
"3140","YDR062W","ENSG00000172296",40,1,"20",13008979,13169103,TRUE
"3141","YDR062W","ENSG00000100596",43,1,"14",77505997,77616773,TRUE
"3143","YJR105W","ENSG00000156110",39,1,"10",74151185,74709303,FALSE
"3146","YNR036C","ENSG00000128626",42,1,"19",38930548,38933162,FALSE
"3148","YMR247C","ENSG00000198862",20,1,"21",28928144,28992956,FALSE
"3152","YBR136W","ENSG00000253729",13,1,"8",47773108,47960183,TRUE
"3153","YBR136W","ENSG00000175054",24,1,"3",142449235,142578826,TRUE
"3154","YKL059C","ENSG00000122257",25,1,"16",24537693,24572863,TRUE
"3164","YGR209C","ENSG00000168454",6,1,"18",9885726,9889275,FALSE
"3165","YGR209C","ENSG00000204193",4,1,"9",110303521,110337884,FALSE
"3166","YGR209C","ENSG00000091164",27,1,"18",56597208,56651600,FALSE
"3167","YGR209C","ENSG00000136810",10,1,"9",110243811,110256640,FALSE
"3171","YBL064C","ENSG00000117592",41,1,"1",173477266,173488807,FALSE
"3175","YKL029C","ENSG00000151376",30,1,"11",86441108,86672636,FALSE
"3176","YKL029C","ENSG00000082212",30,1,"18",50879049,50954257,FALSE
"3177","YKL029C","ENSG00000065833",31,1,"6",83210389,83431071,FALSE
"3179","YNL039W","ENSG00000145734",18,1,"5",71455615,71567820,TRUE
"3180","YDL149W","ENSG00000181652",16,1,"7",151012209,151024499,FALSE
"3181","YDL149W","ENSG00000198925",16,1,"2",219209772,219229717,FALSE
"3182","YER170W","ENSG00000162433",40,1,"1",65147549,65232145,FALSE
"3183","YER170W","ENSG00000147853",41,1,"9",4709559,4742043,FALSE
"3184","YER170W","ENSG00000165695",24,1,"9",132725578,132878777,FALSE
"3185","YDR009W","ENSG00000156958",33,1,"15",49155656,49367869,FALSE
"3186","YDR009W","ENSG00000108479",21,1,"17",75751594,75765711,FALSE
"3188","YGR187C","ENSG00000235173",24,1,"8",144137769,144140843,FALSE
"3192","YER013W","ENSG00000204560",34,1,"6",30653119,30673037,TRUE
"3193","YER013W","ENSG00000005100",25,1,"17",5440912,5469060,TRUE
"3194","YER013W","ENSG00000140829",33,1,"16",72093562,72112912,TRUE
"3195","YER013W","ENSG00000109606",28,1,"4",24517441,24584550,TRUE
"3196","YER013W","ENSG00000101452",27,1,"20",38962299,39039723,TRUE
"3197","YER013W","ENSG00000067596",45,1,"17",43483865,43544463,TRUE
"3198","YER013W","ENSG00000108406",24,1,"17",59565525,59608345,TRUE
"3201","YHR137W","ENSG00000109576",23,1,"4",170060222,170091699,FALSE
"3204","YGR058W","ENSG00000162517",17,1,"1",31629862,31644896,FALSE
"3205","YGR058W","ENSG00000256812",12,1,"16",55566672,55567687,FALSE
"3206","YGR058W","ENSG00000126247",14,1,"19",36139575,36150353,FALSE
"3207","YGR058W","ENSG00000075142",13,1,"7",88205118,88226993,FALSE
"3208","YGR058W","ENSG00000249915",12,1,"5",271621,353856,FALSE
"3209","YGR058W","ENSG00000115271",15,1,"2",162318840,162371595,FALSE
"3211","YIL008W","ENSG00000167118",29,1,"9",128371319,128392016,FALSE
"3212","YBR192W","ENSG00000171612",30,1,"1",9539482,9585179,TRUE
"3213","YBR192W","ENSG00000114120",34,1,"3",140941830,140979933,TRUE
"3217","YER029C","ENSG00000125835",31,1,"20",2461634,2470853,TRUE
"3218","YER029C","ENSG00000128739",31,1,"15",24823647,24978723,TRUE
"3219","YLR243W","ENSG00000111231",40,1,"12",110452484,110469268,TRUE
"3222","YDR427W","ENSG00000185627",26,1,"11",236546,252984,TRUE
"3223","YDR246W","ENSG00000196655",31,1,"11",119018432,119025454,TRUE
"3227","YMR137C","ENSG00000152457",12,1,"10",14897359,14954432,FALSE
"3228","YMR137C","ENSG00000118655",12,1,"1",113905141,113914086,FALSE
"3229","YMR137C","ENSG00000198924",21,1,"10",113834725,113854383,FALSE
"3230","YNL163C","ENSG00000140598",39,1,"15",82130230,82262763,TRUE
"3233","YJR069C","ENSG00000125877",39,1,"20",3208868,3223870,FALSE
"3237","YNL061W","ENSG00000178694",11,1,"3",94062916,94128545,TRUE
"3238","YNL061W","ENSG00000111641",40,1,"12",6556863,6568691,TRUE
"3239","YNL061W","ENSG00000117481",11,1,"1",46340177,46365152,TRUE
"3240","YNL061W","ENSG00000241058",15,1,"10",18545561,18659285,TRUE
"3242","YER095W","ENSG00000185379",17,1,"17",35092208,35121522,FALSE
"3243","YER095W","ENSG00000051180",51,1,"15",40694774,40732339,FALSE
"3244","YER095W","ENSG00000108384",23,1,"17",58692573,58735611,FALSE
"3245","YER095W","ENSG00000182185",22,1,"14",67819779,68730218,FALSE
"3246","YCR054C","ENSG00000130638",19,1,"22",45671798,45845307,TRUE
"3248","YJL138C","ENSG00000165732",32,1,"10",68956128,68985073,FALSE
"3249","YJL138C","ENSG00000107625",31,1,"10",68901278,68946847,FALSE
"3254","YLR410W","ENSG00000168781",29,1,"15",43533462,43590253,FALSE
"3255","YLR410W","ENSG00000145725",29,1,"5",103120149,103212799,FALSE
"3259","YIL042C","ENSG00000067992",24,1,"X",24465221,24539837,FALSE
"3260","YIL042C","ENSG00000152256",25,1,"2",172555373,172608669,FALSE
"3261","YIL042C","ENSG00000103507",22,1,"16",31106107,31112791,FALSE
