orf	gene	go_process	go_function	go_component	essential	het_ypd_A	het_ypd_B	HET_AV	slow_ypd_het	hom_ypd_C	hom_ypd_D	HOM_AV	slow_ypd_hom	het_mm_B	slow_mm_het	hom_mm_D	slow_mm_hom
YGL048C  	RPT6      	ubiquitin-dependent protein catabolism	ATPase activity*	nucleus*	YES	0.994	1.001	0.997	no	ND	ND	ND	Essential	0.988	no	ND	Essential
YGL049C  	TIF4632   	translational initiation	translation initiation factor activity	ribosome	NO	0.993	1.006	0.998	no	1.014	0.993	1.003	no	1.018	no	1.024	NO
YGL050W  	YGL050W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.015	1.009	1.012	no	1.013	0.994	1.003	no	1.014	no	1.009	NO
YGL051W  	YGL051W   	vesicle organization and biogenesis	protein binding	endoplasmic reticulum*	NO	1.013	1.010	1.012	no	1.009	0.994	1.001	no	0.994	no	1.002	NO
YGL053W  	PRM8      	conjugation with cellular fusion	molecular_function unknown	plasma membrane*	NO	0.904	0.875	0.890	no	1.017	0.996	1.007	no	0.969	no	1.016	NO
YGL054C  	ERV14     	ER to Golgi transport*	molecular_function unknown	endoplasmic reticulum membrane*	NO	0.992	0.999	0.996	no	0.956	0.932	0.944	yes	0.993	no	0.927	YES
YGL055W  	ole1      	mitochondrion inheritance*	stearoyl-CoA 9-desaturase activity	endoplasmic reticulum membrane	YES	0.997	1.007	1.002	no	ND	ND	ND	Essential	0.995	no	ND	Essential
YGL056C  	SDS23     	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.029	1.011	1.020	no	1.015	0.999	1.007	no	0.991	no	1.013	NO
YGL057C  	YGL057C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	0.998	1.009	1.003	no	1.007	0.963	0.985	no	0.998	no	0.997	NO
YGL058W  	rad6      	ubiquitin-dependent protein catabolism*	ubiquitin conjugating enzyme activity	cytoplasm*	NO	1.015	1.005	1.010	no	0.901	0.867	0.884	yes	1.005	no	0.786	YES
YGL059W  	YGL059W   	biological_process unknown	protein kinase activity	mitochondrion	NO	1.015	1.008	1.012	no	1.018	1.000	1.009	no	0.998	no	1.012	NO
YGL060W  	YGL060W   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.021	1.009	1.015	no	0.998	0.968	0.983	no	0.994	no	0.949	YES
YGL061C  	DUO1      	mitotic spindle assembly (sensu Saccharomyces)	structural constituent of cytoskeleton	condensed nuclear chromosome kinetochore*	YES	1.011	1.008	1.010	no	ND	ND	ND	Essential	1.005	no	ND	Essential
YGL062W  	PYC1      	gluconeogenesis*	pyruvate carboxylase activity	cytosol	NO	1.009	1.008	1.009	no	1.020	1.006	1.013	no	0.986	no	0.857	YES
YGL063W  	PUS2      	tRNA modification	pseudouridylate synthase activity	cellular_component unknown	NO	1.002	1.009	1.005	no	1.003	1.005	1.004	no	1.004	no	0.955	NO
YGL064C  	YGL064C   	ribosome biogenesis	RNA helicase activity	mitochondrion	NO	0.874	1.002	0.938	no	0.862	0.857	0.860	yes	1.008	no	0.880	YES
YGL065C  	ALG2      	oligosaccharide-lipid intermediate assembly	glycolipid mannosyltransferase activity	endoplasmic reticulum	YES	1.010	1.003	1.007	no	ND	ND	ND	Essential	1.004	no	ND	Essential
YGL066W  	YGL066W   	histone acetylation	molecular_function unknown	SAGA complex	NO	1.017	1.008	1.012	no	0.891	0.890	0.891	yes	1.009	no	0.888	YES
YGL067W  	NPY1      	NADH metabolism	NAD diphosphatase activity	cytoplasm*	NO	1.003	1.002	1.002	no	1.014	0.993	1.004	no	0.999	no	1.002	NO
YGL068W  	YGL068W   	biological_process unknown	molecular_function unknown	mitochondrion	YES	1.000	1.015	1.005	no	ND	ND	ND	Essential	1.005	no	ND	Essential
YGL069C  	YGL069C   	biological_process unknown	molecular_function unknown	cellular_component unknown	YES	1.008	1.003	1.006	no	ND	ND	ND	Essential	1.001	no	ND	Essential
YGL070C  	rpb9      	transcription from Pol II promoter	DNA-directed RNA polymerase activity	"DNA-directed RNA polymerase II, core complex"	NO	0.904	0.984	0.944	no	0.898	0.903	0.901	yes	0.903	no	0.808	YES
YGL071W  	RCS1      	positive regulation of transcription from Pol II promoter*	transcription factor activity	cytoplasm*	NO	1.001	1.011	1.006	no	1.002	0.991	0.996	no	0.981	no	0.717	YES
YGL072C  	YGL072C   				NO	0.905	1.004	0.971	no	0.860	0.845	0.852	no	0.998	no	0.998	NO
YGL073W  	HSF1      	regulation of transcription from Pol II promoter*	transcription factor activity	nucleus	YES	1.024	ND	1.024	no	ND	ND	ND	Essential	ND	no	ND	Essential
YGL074C  	YGL074C   				YES	1.008	1.003	1.005	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YGL075C  	MPS2      	spindle pole body duplication (sensu Saccharomyces)*	structural constituent of cytoskeleton	spindle pole body*	YES	1.000	0.994	0.997	no	ND	ND	ND	Essential	1.008	no	ND	Essential
YGL076C  	RPL7A     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.980	0.973	0.977	no	0.730	0.807	0.769	yes	0.994	no	0.728	YES
YGL077C  	HNM1      	choline transport	choline transporter activity	plasma membrane	NO	1.010	1.003	1.006	no	1.009	0.994	1.002	no	0.989	no	1.002	NO
YGL078C  	DBP3      	35S primary transcript processing*	ATP dependent RNA helicase activity	nucleolus	NO	1.011	1.009	1.010	no	0.904	0.880	0.892	yes	1.006	no	0.962	NO
YGL079W  	YGL079W   	biological_process unknown	molecular_function unknown	endosome	NO	1.007	1.004	1.005	no	1.013	1.000	1.007	no	0.995	no	1.014	NO
YGL080W  	YGL080W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.000	1.006	1.003	no	1.000	0.997	0.998	no	0.985	no	0.932	YES
YGL081W  	YGL081W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	ND	0.963	0.963	no	0.992	1.010	1.001	no	0.948	no	1.018	NO
YGL082W  	YGL082W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	ND	ND	ND	no	0.995	1.003	0.999	no	ND	no	1.004	NO
YGL083W  	SCY1      	biological_process unknown	molecular_function unknown	clathrin-coated vesicle	NO	1.015	1.010	1.012	no	1.008	0.995	1.001	no	0.999	no	1.012	NO
YGL084C  	GUP1      	glycerol catabolism*	glycerol transporter activity	membrane	NO	1.004	1.003	1.003	no	0.898	0.885	0.891	yes	0.997	no	0.822	YES
YGL085W  	YGL085W   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.008	1.006	1.007	no	1.019	1.002	1.010	no	1.009	no	1.023	NO
YGL086W  	MAD1      	mitotic spindle checkpoint*	molecular_function unknown	nucleus*	NO	1.002	1.009	1.005	no	1.003	0.982	0.994	no	1.008	no	1.001	NO
YGL087C  	MMS2      	ubiquitin-dependent protein catabolism*	ubiquitin conjugating enzyme activity	cytoplasm*	NO	0.985	1.002	0.993	no	0.985	0.998	0.991	no	1.021	no	0.997	NO
YGL088W  	YGL088W   				NO	1.001	1.002	1.001	no	0.844	0.875	0.859	no	1.010	no	0.922	YES
YGL089C  	mf(alpha)2	response to pheromone during conjugation with cellular fusion	pheromone activity	extracellular	NO	1.004	1.006	1.005	no	1.018	1.004	1.011	no	1.008	no	1.022	NO
YGL090W  	LIF1      	double-strand break repair via nonhomologous end-joining	structural molecule activity	nucleus	NO	1.002	1.005	1.004	no	1.005	1.004	1.004	no	1.006	no	1.013	NO
YGL091C  	NBP35     	biological_process unknown	ATPase activity	nucleus	YES	0.994	1.006	1.000	no	ND	ND	ND	Essential	1.014	no	ND	Essential
YGL092W  	NUP145    	mRNA-nucleus export*	structural molecule activity	nuclear pore	YES	0.971	0.980	0.976	yes	ND	ND	ND	Essential	0.777	no	ND	Essential
YGL093W  	SPC105    	microtubule nucleation	structural constituent of cytoskeleton	spindle pole body	YES	0.997	0.991	0.994	no	ND	ND	ND	Essential	0.976	no	ND	Essential
YGL094C  	PAN2      	mRNA processing*	poly(A)-specific ribonuclease activity	cytoplasm	NO	1.025	1.012	1.019	no	1.009	1.000	1.005	no	1.001	no	1.027	NO
YGL095C  	VPS45     	protein complex assembly*	chaperone activity	cytosol*	NO	0.994	1.000	0.997	no	0.916	0.916	0.916	yes	1.008	no	0.859	YES
YGL096W  	TOS8      	biological_process unknown	transcription factor activity	cellular_component unknown	NO	0.997	1.005	1.001	no	1.014	1.010	1.012	no	1.013	no	1.015	NO
YGL097W  	SRM1      	rRNA-nucleus export*	signal transducer activity	nucleus	YES	1.018	1.007	1.013	no	ND	ND	ND	Essential	0.977	no	ND	Essential
YGL098W  	YGL098W   	retrograde (Golgi to ER) transport	SNAP receptor activity	endoplasmic reticulum	YES	1.014	1.014	1.014	no	ND	ND	ND	Essential	1.005	no	ND	Essential
YGL099W  	YGL099W   	sporulation (sensu Saccharomyces)*	GTPase activity	cytoplasm	YES	ND	ND	ND	no	ND	ND	ND	Essential	ND	no	ND	Essential
YGL101W  	YGL101W   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	ND	ND	ND	no	1.016	1.004	1.012	no	ND	no	1.025	NO
YGL102C  	YGL102C   				YES	0.993	0.989	0.991	no	ND	ND	ND	Essential	1.003	no	ND	Essential
YGL103W  	RPL28     	protein biosynthesis	structural constituent of ribosome*	nucleus*	YES	0.984	0.992	0.988	no	ND	ND	ND	Essential	1.006	no	ND	Essential
YGL104C  	YGL104C   	protein-vacuolar targeting	molecular_function unknown	cellular_component unknown	NO	ND	ND	ND	no	1.024	ND	1.024	no	ND	no	ND	NO
YGL105W  	ARC1      	tRNA-nucleus export*	tRNA binding	cytoplasm*	NO	0.992	1.015	1.000	no	0.872	0.840	0.866	yes	1.019	no	0.901	YES
YGL107C  	YGL107C   	biological_process unknown	molecular_function unknown	mitochondrion	NO	1.014	1.004	1.009	no	0.966	0.958	0.963	yes	1.002	no	0.946	YES
YGL108C  	YGL108C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.003	1.010	1.006	no	1.003	1.012	1.007	no	1.035	no	1.030	NO
YGL109W  	YGL109W   				NO	1.002	1.008	1.005	no	1.017	1.004	1.010	no	1.008	no	1.018	NO
YGL110C  	YGL110C   	biological_process unknown	molecular_function unknown	cytoplasm	NO	1.007	1.011	1.009	no	1.019	1.012	1.016	no	0.750	no	1.043	NO
YGL111W  	YGL111W   	ribosomal large subunit biogenesis	molecular_function unknown	nucleus*	YES	1.032	1.013	1.023	no	ND	ND	ND	Essential	1.017	no	ND	Essential
YGL112C  	TAF60     	transcription initiation from Pol II promoter*	general RNA polymerase II transcription factor activity	SAGA complex*	YES	1.008	1.007	1.007	no	ND	ND	ND	Essential	1.013	no	ND	Essential
YGL113W  	YGL113W   	DNA replication initiation*	chromatin binding	nuclear chromatin	YES	1.007	1.004	1.006	no	ND	ND	ND	Essential	1.010	no	ND	Essential
YGL114W  	YGL114W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.027	1.008	1.018	no	1.012	1.011	1.012	no	0.994	no	1.019	NO
YGL115W  	SNF4      	regulation of transcription from Pol II promoter*	protein kinase activator activity	cytoplasm*	NO	1.020	1.010	1.015	no	0.970	0.933	0.952	yes	1.007	no	0.909	YES
YGL116W  	cdc20     	ubiquitin-dependent protein catabolism*	enzyme activator activity	anaphase-promoting complex	YES	0.973	0.986	0.979	no	ND	ND	ND	Essential	1.032	no	ND	Essential
YGL117W  	YGL117W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.000	1.009	1.005	no	1.030	1.016	1.026	no	1.010	no	1.054	NO
YGL118C  	YGL118C   				NO	1.019	1.013	1.016	no	1.035	ND	1.035	no	1.017	no	ND	NO
YGL120C  	PRP43     	U2-type spliceosome dissembly	pre-mRNA splicing factor activity*	spliceosome complex	YES	0.862	1.012	0.937	no	ND	ND	ND	Essential	1.017	no	ND	Essential
YGL121C  	YGL121C   	signal transduction	signal transducer activity	cellular_component unknown	NO	1.004	0.997	1.001	no	1.007	1.013	1.010	no	1.061	no	1.038	NO
YGL122C  	NAB2      	mRNA polyadenylation*	poly(A) binding	cytoplasm*	YES	1.014	1.009	1.011	no	ND	ND	ND	Essential	1.008	no	ND	Essential
YGL123W  	RPS2      	protein biosynthesis*	structural constituent of ribosome	cytosolic small ribosomal subunit (sensu Eukarya)	YES	0.944	0.940	0.942	yes	ND	ND	ND	Essential	0.996	no	ND	Essential
YGL124C  	MON1      	protein-vacuolar targeting*	molecular_function unknown	cytosol*	NO	1.021	1.016	1.018	no	0.998	1.002	1.000	no	1.022	no	1.005	NO
YGL125W  	met13     	protein biosynthesis*	structural constituent of ribosome*	mitochondrial large ribosomal subunit*	NO	1.000	1.013	1.007	no	1.017	1.030	1.024	no	1.027	no	0.795	YES
YGL126W  	SCS3      	phospholipid metabolism	molecular_function unknown	endoplasmic reticulum	NO	1.007	1.006	1.007	no	1.006	1.009	1.008	no	1.005	no	0.979	NO
YGL127C  	SOH1      	DNA repair*	molecular_function unknown	nucleus	NO	1.014	1.014	1.014	no	0.889	0.892	0.891	yes	1.029	no	0.809	YES
YGL128C  	YGL128C   	biological_process unknown	molecular_function unknown	spliceosome complex	YES	1.013	1.011	1.012	no	ND	ND	ND	Essential	1.018	no	ND	Essential
YGL129C  	RSM23     	protein biosynthesis	structural constituent of ribosome	mitochondrial small ribosomal subunit	NO	0.898	1.003	0.968	no	0.767	0.785	0.776	yes	1.006	no	0.792	YES
YGL130W  	CEG1      	mRNA capping	mRNA guanylyltransferase activity	nucleus	YES	0.990	1.011	1.000	no	ND	ND	ND	Essential	1.022	no	ND	Essential
YGL131C  	YGL131C   	biological_process unknown	molecular_function unknown	cytoplasm*	NO	1.004	1.013	1.008	no	1.010	1.006	1.008	no	1.012	no	1.022	NO
YGL132W  	YGL132W   				NO	1.010	1.010	1.010	no	0.995	1.021	1.006	no	1.014	no	1.011	NO
YGL133W  	ITC1      	chromatin remodeling*	molecular_function unknown	nucleus	NO	1.010	1.013	1.011	no	1.005	1.006	1.006	no	1.009	no	1.046	NO
YGL135W  	RPL1B     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	0.998	1.011	1.005	no	0.917	0.843	0.880	yes	1.019	no	0.788	YES
YGL136C  	YGL136C   	rRNA modification	rRNA (uridine-2'-O-)-methyltransferase activity	mitochondrion	NO	0.867	1.011	0.915	no	0.967	0.973	0.970	no	1.000	no	1.007	NO
YGL137W  	sec27     	ER to Golgi transport*	molecular_function unknown	COPI vesicle coat	YES	1.010	1.012	1.011	no	ND	ND	ND	Essential	1.011	no	ND	Essential
YGL138C  	YGL138C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.013	1.014	1.013	no	1.000	1.006	1.002	no	0.754	no	1.007	NO
YGL139W  	YGL139W   	biological_process unknown	molecular_function unknown	integral to membrane	NO	1.004	1.013	1.008	no	0.996	1.011	1.003	no	0.998	no	1.030	NO
YGL140C  	YGL140C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	0.998	0.998	0.998	no	0.960	1.009	0.976	no	0.996	no	1.028	NO
YGL141W  	HUL5      	protein monoubiquitination*	ubiquitin-protein ligase activity	cytoplasm*	NO	ND	ND	ND	no	1.017	1.023	1.020	no	ND	no	1.070	NO
YGL142C  	GPI10     	GPI anchor biosynthesis	molecular_function unknown	integral to membrane	YES	0.971	1.012	0.985	no	ND	ND	ND	Essential	1.015	no	ND	Essential
YGL143C  	MRF1      	protein biosynthesis*	translation release factor activity	mitochondrion	NO	0.987	1.005	0.996	no	0.892	0.871	0.881	yes	1.017	no	0.892	YES
YGL144C  	YGL144C   	lipid metabolism	lipase activity	cellular_component unknown	NO	0.979	1.013	0.991	no	1.001	1.012	1.005	no	1.016	no	1.039	NO
YGL145W  	TIP20     	retrograde (Golgi to ER) transport	molecular_function unknown	endoplasmic reticulum	YES	ND	ND	ND	no	ND	ND	ND	Essential	ND	no	ND	Essential
YGL146C  	YGL146C   	biological_process unknown	molecular_function unknown	membrane	NO	1.012	1.011	1.011	no	1.022	1.012	1.017	no	1.018	no	1.035	NO
YGL147C  	RPL9A     	protein biosynthesis	structural constituent of ribosome	cytosolic large ribosomal subunit (sensu Eukarya)	NO	1.011	1.008	1.010	no	0.904	0.866	0.888	yes	0.999	no	0.981	NO
YGL148W  	aro2      	aromatic amino acid family biosynthesis	chorismate synthase activity	cytoplasm	NO	0.997	1.010	1.003	no	0.979	0.973	0.977	yes	1.003	no	0.792	YES
YGL149W  	YGL149W   				NO	1.001	0.980	0.991	no	1.010	0.972	0.991	no	1.008	no	0.998	NO
YGL150C  	INO80     	DNA repair*	ATPase activity	chromatin remodeling complex	YES	1.007	1.005	1.006	no	ND	ND	ND	Essential	0.759	no	ND	Essential
YGL151W  	NUT1      	regulation of transcription from Pol II promoter	molecular_function unknown	nucleus	NO	1.007	1.006	1.006	no	0.998	0.994	0.996	no	1.015	no	0.990	NO
YGL152C  	YGL152C   				NO	1.026	1.008	1.017	no	1.011	0.980	0.996	no	1.010	no	1.041	NO
YGL153W  	PEX14     	protein-peroxisome targeting	protein binding	peroxisomal membrane	NO	1.004	1.004	1.004	no	1.009	0.994	1.001	no	1.014	no	1.018	NO
YGL154C  	lys5      	"lysine biosynthesis, aminoadipic pathway*"	holo-[acyl-carrier protein] synthase activity	cytoplasm	NO	1.000	1.005	1.002	no	1.010	1.011	1.010	no	1.002	no	0.736	YES
YGL155W  	cdc43     	establishment of cell polarity (sensu Saccharomyces)*	signal transducer activity*	intracellular	YES	1.004	1.009	1.007	no	ND	ND	ND	Essential	1.006	no	ND	Essential
YGL156W  	ams1      	carbohydrate metabolism	alpha-mannosidase activity	vacuolar membrane	NO	1.007	1.004	1.006	no	1.025	1.012	1.019	no	1.017	no	1.033	NO
YGL157W  	YGL157W   	biological_process unknown	oxidoreductase activity*	cytoplasm*	NO	0.993	1.011	1.002	no	1.021	1.016	1.018	no	1.017	no	1.030	NO
YGL158W  	RCK1      	protein amino acid phosphorylation*	protein serine/threonine kinase activity	cellular_component unknown	NO	1.016	1.012	1.014	no	1.017	1.003	1.010	no	1.007	no	1.023	NO
YGL159W  	YGL159W   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.016	1.011	1.013	no	1.020	1.014	1.017	no	1.009	no	1.033	NO
YGL160W  	YGL160W   	biological_process unknown	oxidoreductase activity	membrane	NO	1.010	0.987	0.996	no	0.994	1.015	1.005	no	0.973	no	1.022	NO
YGL161C  	YGL161C   	vesicle-mediated transport	Rab interactor activity	membrane	NO	1.004	1.009	1.007	no	1.017	1.013	1.015	no	1.014	no	1.018	NO
YGL162W  	SUT1      	regulation of transcription from Pol II promoter*	specific RNA polymerase II transcription factor activity	nucleus	NO	0.962	ND	0.962	no	1.009	1.017	1.013	no	ND	no	1.036	NO
YGL163C  	rad54     	chromatin remodeling*	DNA dependent ATPase activity*	nucleus	NO	1.007	1.014	1.010	no	0.896	0.887	0.891	yes	1.011	no	0.885	YES
YGL164C  	YGL164C   	biological_process unknown	protein binding*	cytoplasm*	NO	1.033	1.013	1.023	no	1.027	1.005	1.018	no	1.011	no	1.032	NO
YGL165C  	YGL165C   				NO	0.930	1.010	0.970	no	0.999	1.008	1.003	no	0.998	no	1.025	NO
YGL166W  	cup2      	transcription initiation from Pol II promoter*	ligand-regulated transcription factor activity	nucleus	NO	0.999	1.011	1.005	no	1.019	1.005	1.012	no	1.010	no	1.029	NO
YGL167C  	pmr1      	secretory pathway*	calcium-transporting ATPase activity*	Golgi apparatus	NO	1.018	1.013	1.016	no	0.964	0.895	0.929	yes	1.013	no	0.788	YES
YGL168W  	YGL168W   	DNA replication	molecular_function unknown	cellular_component unknown	NO	0.989	1.013	1.001	no	0.913	0.863	0.888	yes	1.011	no	0.792	YES
YGL169W  	SUA5      	cell growth and/or maintenance	molecular_function unknown	cytoplasm	YES	0.978	0.993	0.986	no	ND	ND	ND	Essential	1.017	no	ND	Essential
YGL170C  	YGL170C   	sporulation (sensu Saccharomyces)	structural molecule activity	spindle pole body	NO	ND	ND	ND	no	0.990	1.001	0.996	no	ND	no	1.024	NO
YGL171W  	ROK1      	35S primary transcript processing	ATPase activity*	nucleolus	YES	1.014	1.012	1.013	no	ND	ND	ND	Essential	1.014	no	ND	Essential
YGL172W  	NUP49     	mRNA-nucleus export*	structural molecule activity	nuclear pore*	YES	1.002	0.996	0.999	no	ND	ND	ND	Essential	ND	no	ND	Essential
YGL173C  	KEM1      	35S primary transcript processing*	recombinase activity*	cytoplasm*	NO	0.999	1.004	1.001	no	ND	ND	ND	no	1.019	no	ND	NO
YGL174W  	BUD13     	bud site selection	molecular_function unknown	nucleus	NO	1.016	1.013	1.014	no	ND	ND	ND	no	1.004	no	ND	NO
YGL175C  	SAE2      	meiotic DNA double-strand break processing	molecular_function unknown	cytoplasm*	NO	1.001	1.015	1.008	no	1.013	0.998	1.006	no	1.010	no	1.015	NO
YGL176C  	YGL176C   	biological_process unknown	molecular_function unknown	cellular_component unknown	NO	1.004	ND	1.004	no	1.002	1.014	1.008	no	ND	no	1.022	NO
YGL177W  	YGL177W   				NO	1.000	1.015	1.007	no	1.013	1.009	1.011	no	1.019	no	1.025	NO
YGL179C  	TOS3      	biological_process unknown	protein kinase activity	cytoplasm	NO	1.011	1.012	1.011	no	1.012	1.007	1.009	no	1.022	no	1.030	NO
YGL180W  	APG1      	autophagy	protein serine/threonine kinase activity	cytosol	NO	ND	ND	ND	no	0.977	1.010	0.994	no	ND	no	1.017	NO
YGL181W  	GTS1      	sporulation (sensu Saccharomyces)*	molecular_function unknown	cytoplasm*	NO	1.005	1.010	1.007	no	1.012	1.004	1.009	no	1.005	no	1.033	NO
YGL194C  	HOS2      	"regulation of transcription, DNA-dependent*"	NAD-dependent histone deacetylase activity*	histone deacetylase complex	NO	1.015	1.011	1.013	no	1.010	1.001	1.006	no	1.000	no	0.936	YES
YGL195W  	GCN1      	regulation of translational elongation	molecular_function unknown	cytosol*	NO	ND	ND	ND	no	ND	ND	ND	no	ND	no	ND	NO
